producto,fecha,promedio,clave,unidad,mayorista,minimo,maximo,moda
Chayote tierno quelite,2025-08-04,13181.82,Chayote tierno quelite2025-08-04,Java,Java,12000.0,14000.0,14000.0
Chayote tierno quelite,2025-08-05,13400.0,Chayote tierno quelite2025-08-05,Java,Java,12000.0,14000.0,14000.0
Chayote tierno quelite,2025-08-06,13200.0,Chayote tierno quelite2025-08-06,Java,Java,12000.0,14000.0,14000.0
Chayote tierno quelite,2025-08-07,13666.67,Chayote tierno quelite2025-08-07,Java,Java,13000.0,14000.0,14000.0
Chayote tierno quelite,2025-08-08,13166.67,Chayote tierno quelite2025-08-08,Java,Java,12000.0,14000.0,14000.0
Chayote tierno quelite,2025-08-11,14888.89,Chayote tierno quelite2025-08-11,Java,Java,14000.0,16000.0,15000.0
Chayote tierno quelite,2025-08-12,19090.91,Chayote tierno quelite2025-08-12,Java,Java,18000.0,20000.0,20000.0
Chayote tierno quelite,2025-08-13,18625.0,Chayote tierno quelite2025-08-13,Java,Java,17000.0,20000.0,18000.0
Chayote tierno quelite,2025-08-14,20875.0,Chayote tierno quelite2025-08-14,Java,Java,20000.0,22000.0,20000.0
Chayote tierno quelite,2025-08-15,19230.77,Chayote tierno quelite2025-08-15,Java,Java,18000.0,20000.0,20000.0
Chayote tierno quelite,2025-08-18,19555.56,Chayote tierno quelite2025-08-18,Java,Java,18000.0,22000.0,20000.0
Chayote tierno quelite,2025-08-19,22090.91,Chayote tierno quelite2025-08-19,Java,Java,20000.0,25000.0,22000.0
Chile dulce jumbo Caja,2025-08-01,23400.0,Chile dulce jumbo Caja2025-08-01,plástica,plástica,23000.0,24000.0,23000.0
Chile dulce jumbo Caja,2025-08-04,26250.0,Chile dulce jumbo Caja2025-08-04,plástica,plástica,25000.0,28000.0,26000.0
Chile dulce jumbo Caja,2025-08-05,28500.0,Chile dulce jumbo Caja2025-08-05,plástica,plástica,27000.0,30000.0,28000.0
Chile dulce jumbo Caja,2025-08-06,28333.33,Chile dulce jumbo Caja2025-08-06,plástica,plástica,28000.0,30000.0,28000.0
Chile dulce jumbo Caja,2025-08-07,29000.0,Chile dulce jumbo Caja2025-08-07,plástica,plástica,27000.0,30000.0,30000.0
Chile dulce jumbo Caja,2025-08-08,29000.0,Chile dulce jumbo Caja2025-08-08,plástica,plástica,28000.0,30000.0,29000.0
Chile dulce jumbo Caja,2025-08-11,20375.0,Chile dulce jumbo Caja2025-08-11,plástica,plástica,20000.0,22000.0,20000.0
Chile dulce jumbo Caja,2025-08-12,23800.0,Chile dulce jumbo Caja2025-08-12,plástica,plástica,23000.0,24000.0,24000.0
Chile dulce jumbo Caja,2025-08-13,23800.0,Chile dulce jumbo Caja2025-08-13,plástica,plástica,23000.0,24000.0,24000.0
Chile dulce jumbo Caja,2025-08-14,23555.56,Chile dulce jumbo Caja2025-08-14,plástica,plástica,23000.0,24000.0,24000.0
Chile dulce jumbo Caja,2025-08-15,23333.33,Chile dulce jumbo Caja2025-08-15,plástica,plástica,23000.0,24000.0,23000.0
Chile dulce jumbo Caja,2025-08-18,21800.0,Chile dulce jumbo Caja2025-08-18,plástica,plástica,21000.0,22000.0,22000.0
Chile dulce jumbo Caja,2025-08-19,21625.0,Chile dulce jumbo Caja2025-08-19,plástica,plástica,21000.0,22000.0,22000.0
Chile dulce primera Caja,2025-08-01,21714.29,Chile dulce primera Caja2025-08-01,plástica,plástica,21000.0,22000.0,22000.0
Chile dulce primera Caja,2025-08-04,24400.0,Chile dulce primera Caja2025-08-04,plástica,plástica,23000.0,25000.0,25000.0
Chile dulce primera Caja,2025-08-05,26250.0,Chile dulce primera Caja2025-08-05,plástica,plástica,26000.0,27000.0,26000.0
Chile dulce primera Caja,2025-08-06,26333.33,Chile dulce primera Caja2025-08-06,plástica,plástica,26000.0,27000.0,26000.0
Chile dulce primera Caja,2025-08-07,27375.0,Chile dulce primera Caja2025-08-07,plástica,plástica,25000.0,28000.0,28000.0
Chile dulce primera Caja,2025-08-08,26600.0,Chile dulce primera Caja2025-08-08,plástica,plástica,26000.0,27000.0,27000.0
Chile dulce primera Caja,2025-08-11,18666.67,Chile dulce primera Caja2025-08-11,plástica,plástica,18000.0,20000.0,18000.0
Chile dulce primera Caja,2025-08-12,22250.0,Chile dulce primera Caja2025-08-12,plástica,plástica,22000.0,23000.0,22000.0
Chile dulce primera Caja,2025-08-13,22400.0,Chile dulce primera Caja2025-08-13,plástica,plástica,22000.0,23000.0,22000.0
Chile dulce primera Caja,2025-08-14,22285.71,Chile dulce primera Caja2025-08-14,plástica,plástica,21000.0,23000.0,23000.0
Chile dulce primera Caja,2025-08-15,21125.0,Chile dulce primera Caja2025-08-15,plástica,plástica,20000.0,22000.0,22000.0
Chile dulce primera Caja,2025-08-18,18625.0,Chile dulce primera Caja2025-08-18,plástica,plástica,18000.0,20000.0,18000.0
Chile dulce primera Caja,2025-08-19,18250.0,Chile dulce primera Caja2025-08-19,plástica,plástica,18000.0,19000.0,18000.0
Chile dulce segunda Caja,2025-08-01,21714.29,Chile dulce segunda Caja2025-08-01,plástica,plástica,21000.0,22000.0,22000.0
Chile dulce segunda Caja,2025-08-04,23857.14,Chile dulce segunda Caja2025-08-04,plástica,plástica,23000.0,25000.0,23000.0
Chile dulce segunda Caja,2025-08-05,26428.57,Chile dulce segunda Caja2025-08-05,plástica,plástica,26000.0,27000.0,26000.0
Chile dulce segunda Caja,2025-08-06,26400.0,Chile dulce segunda Caja2025-08-06,plástica,plástica,26000.0,27000.0,26000.0
Chile dulce segunda Caja,2025-08-07,26250.0,Chile dulce segunda Caja2025-08-07,plástica,plástica,25000.0,27000.0,27000.0
Chile dulce segunda Caja,2025-08-08,26000.0,Chile dulce segunda Caja2025-08-08,plástica,plástica,26000.0,26000.0,26000.0
Chile dulce segunda Caja,2025-08-11,18000.0,Chile dulce segunda Caja2025-08-11,plástica,plástica,17000.0,19000.0,18000.0
Chile dulce segunda Caja,2025-08-12,20833.33,Chile dulce segunda Caja2025-08-12,plástica,plástica,20000.0,22000.0,20000.0
Chile dulce segunda Caja,2025-08-13,21166.67,Chile dulce segunda Caja2025-08-13,plástica,plástica,20000.0,22000.0,22000.0
Chile dulce segunda Caja,2025-08-14,20444.44,Chile dulce segunda Caja2025-08-14,plástica,plástica,20000.0,22000.0,20000.0
Chile dulce segunda Caja,2025-08-15,19666.67,Chile dulce segunda Caja2025-08-15,plástica,plástica,18000.0,20000.0,20000.0
Chile dulce segunda Caja,2025-08-18,18500.0,Chile dulce segunda Caja2025-08-18,plástica,plástica,18000.0,20000.0,18000.0
Chile dulce segunda Caja,2025-08-19,18250.0,Chile dulce segunda Caja2025-08-19,plástica,plástica,18000.0,19000.0,18000.0
Chile dulce tercera Caja,2025-08-01,13333.33,Chile dulce tercera Caja2025-08-01,plástica,plástica,13000.0,15000.0,13000.0
Chile dulce tercera Caja,2025-08-04,15285.71,Chile dulce tercera Caja2025-08-04,plástica,plástica,15000.0,16000.0,15000.0
Chile dulce tercera Caja,2025-08-05,17857.14,Chile dulce tercera Caja2025-08-05,plástica,plástica,17000.0,18000.0,18000.0
Chile dulce tercera Caja,2025-08-06,17714.29,Chile dulce tercera Caja2025-08-06,plástica,plástica,17000.0,18000.0,18000.0
Chile dulce tercera Caja,2025-08-07,18636.36,Chile dulce tercera Caja2025-08-07,plástica,plástica,17000.0,20000.0,18000.0
Chile dulce tercera Caja,2025-08-08,17833.33,Chile dulce tercera Caja2025-08-08,plástica,plástica,17000.0,18000.0,18000.0
Chile dulce tercera Caja,2025-08-11,11700.0,Chile dulce tercera Caja2025-08-11,plástica,plástica,11000.0,13000.0,12000.0
Chile dulce tercera Caja,2025-08-12,14200.0,Chile dulce tercera Caja2025-08-12,plástica,plástica,14000.0,15000.0,14000.0
Chile dulce tercera Caja,2025-08-13,13857.14,Chile dulce tercera Caja2025-08-13,plástica,plástica,13000.0,15000.0,14000.0
Chile dulce tercera Caja,2025-08-14,12888.89,Chile dulce tercera Caja2025-08-14,plástica,plástica,12000.0,14000.0,13000.0
Chile dulce tercera Caja,2025-08-15,12714.29,Chile dulce tercera Caja2025-08-15,plástica,plástica,12000.0,13000.0,13000.0
Chile dulce tercera Caja,2025-08-18,11375.0,Chile dulce tercera Caja2025-08-18,plástica,plástica,11000.0,12000.0,11000.0
Chile dulce tercera Caja,2025-08-19,11555.56,Chile dulce tercera Caja2025-08-19,plástica,plástica,11000.0,12000.0,12000.0
Coco,2025-08-01,500.0,Coco2025-08-01,Unidad,Unidad,500.0,500.0,500.0
Coco,2025-08-04,504.55,Coco2025-08-04,Unidad,Unidad,450.0,550.0,500.0
Coco,2025-08-06,506.25,Coco2025-08-06,Unidad,Unidad,500.0,550.0,500.0
Coco,2025-08-08,510.0,Coco2025-08-08,Unidad,Unidad,400.0,600.0,500.0
Coco,2025-08-11,500.0,Coco2025-08-11,Unidad,Unidad,500.0,500.0,500.0
Coco,2025-08-13,500.0,Coco2025-08-13,Unidad,Unidad,400.0,600.0,500.0
Coco,2025-08-15,500.0,Coco2025-08-15,Unidad,Unidad,500.0,500.0,500.0
Coco,2025-08-18,520.0,Coco2025-08-18,Unidad,Unidad,500.0,600.0,500.0
Coliflor,2025-08-01,1276.92,Coliflor2025-08-01,Unidad,Unidad,1200.0,1500.0,1200.0
Coliflor,2025-08-04,1260.0,Coliflor2025-08-04,Unidad,Unidad,1000.0,1500.0,1200.0
Coliflor,2025-08-05,1130.77,Coliflor2025-08-05,Unidad,Unidad,1000.0,1300.0,1200.0
Coliflor,2025-08-06,1220.83,Coliflor2025-08-06,Unidad,Unidad,1000.0,1500.0,1200.0
Coliflor,2025-08-07,1106.67,Coliflor2025-08-07,Unidad,Unidad,1000.0,1200.0,1200.0
Coliflor,2025-08-08,1122.73,Coliflor2025-08-08,Unidad,Unidad,1000.0,1300.0,1000.0
Coliflor,2025-08-11,1088.89,Coliflor2025-08-11,Unidad,Unidad,1000.0,1300.0,1000.0
Coliflor,2025-08-12,1080.0,Coliflor2025-08-12,Unidad,Unidad,1000.0,1200.0,1000.0
Coliflor,2025-08-13,1200.0,Coliflor2025-08-13,Unidad,Unidad,1000.0,1500.0,1200.0
Coliflor,2025-08-14,1070.59,Coliflor2025-08-14,Unidad,Unidad,1000.0,1200.0,1000.0
Coliflor,2025-08-15,1165.22,Coliflor2025-08-15,Unidad,Unidad,1000.0,1500.0,1200.0
Coliflor,2025-08-18,1218.75,Coliflor2025-08-18,Unidad,Unidad,1000.0,1500.0,1000.0
Coliflor,2025-08-19,915.0,Coliflor2025-08-19,Unidad,Unidad,800.0,1000.0,1000.0
Culantro castilla Rollo de 10,2025-08-01,777.78,Culantro castilla Rollo de 102025-08-01,rollitos,rollitos,700.0,900.0,800.0
Culantro castilla Rollo de 10,2025-08-04,820.0,Culantro castilla Rollo de 102025-08-04,rollitos,rollitos,700.0,1000.0,800.0
Culantro castilla Rollo de 10,2025-08-05,760.0,Culantro castilla Rollo de 102025-08-05,rollitos,rollitos,700.0,800.0,800.0
Culantro castilla Rollo de 10,2025-08-06,768.42,Culantro castilla Rollo de 102025-08-06,rollitos,rollitos,600.0,900.0,800.0
Culantro castilla Rollo de 10,2025-08-07,772.22,Culantro castilla Rollo de 102025-08-07,rollitos,rollitos,700.0,900.0,800.0
Culantro castilla Rollo de 10,2025-08-08,782.35,Culantro castilla Rollo de 102025-08-08,rollitos,rollitos,700.0,1000.0,800.0
Culantro castilla Rollo de 10,2025-08-11,763.64,Culantro castilla Rollo de 102025-08-11,rollitos,rollitos,700.0,800.0,800.0
Culantro castilla Rollo de 10,2025-08-12,710.0,Culantro castilla Rollo de 102025-08-12,rollitos,rollitos,600.0,800.0,800.0
Culantro castilla Rollo de 10,2025-08-13,760.0,Culantro castilla Rollo de 102025-08-13,rollitos,rollitos,700.0,900.0,800.0
Culantro castilla Rollo de 10,2025-08-14,828.57,Culantro castilla Rollo de 102025-08-14,rollitos,rollitos,700.0,1000.0,800.0
Culantro castilla Rollo de 10,2025-08-15,755.56,Culantro castilla Rollo de 102025-08-15,rollitos,rollitos,700.0,800.0,800.0
Culantro castilla Rollo de 10,2025-08-18,766.67,Culantro castilla Rollo de 102025-08-18,rollitos,rollitos,700.0,900.0,800.0
Culantro castilla Rollo de 10,2025-08-19,735.29,Culantro castilla Rollo de 102025-08-19,rollitos,rollitos,600.0,800.0,700.0
Elote,2025-08-01,140.0,Elote2025-08-01,Unidad,Unidad,120.0,150.0,150.0
Elote,2025-08-04,141.43,Elote2025-08-04,Unidad,Unidad,120.0,150.0,150.0
Elote,2025-08-05,142.5,Elote2025-08-05,Unidad,Unidad,120.0,150.0,150.0
Elote,2025-08-06,142.5,Elote2025-08-06,Unidad,Unidad,120.0,150.0,150.0
Elote,2025-08-07,140.0,Elote2025-08-07,Unidad,Unidad,120.0,150.0,150.0
Elote,2025-08-08,144.0,Elote2025-08-08,Unidad,Unidad,120.0,150.0,150.0
Elote,2025-08-11,132.86,Elote2025-08-11,Unidad,Unidad,120.0,150.0,120.0
Elote,2025-08-12,142.5,Elote2025-08-12,Unidad,Unidad,120.0,150.0,150.0
Elote,2025-08-13,138.0,Elote2025-08-13,Unidad,Unidad,120.0,150.0,150.0
Elote,2025-08-14,140.0,Elote2025-08-14,Unidad,Unidad,120.0,150.0,150.0
Elote,2025-08-15,128.57,Elote2025-08-15,Unidad,Unidad,120.0,150.0,120.0
Elote,2025-08-18,136.67,Elote2025-08-18,Unidad,Unidad,120.0,150.0,150.0
Elote,2025-08-19,133.75,Elote2025-08-19,Unidad,Unidad,120.0,150.0,120.0
Espinaca,2025-08-01,245.45,Espinaca2025-08-01,Rollo,Rollo,200.0,300.0,250.0
Espinaca,2025-08-04,268.18,Espinaca2025-08-04,Rollo,Rollo,250.0,300.0,250.0
Espinaca,2025-08-06,250.0,Espinaca2025-08-06,Rollo,Rollo,200.0,300.0,250.0
Espinaca,2025-08-08,259.09,Espinaca2025-08-08,Rollo,Rollo,200.0,300.0,250.0
Espinaca,2025-08-11,269.23,Espinaca2025-08-11,Rollo,Rollo,250.0,300.0,250.0
Espinaca,2025-08-13,260.0,Espinaca2025-08-13,Rollo,Rollo,250.0,300.0,250.0
Espinaca,2025-08-15,254.55,Espinaca2025-08-15,Rollo,Rollo,200.0,300.0,250.0
Espinaca,2025-08-18,265.0,Espinaca2025-08-18,Rollo,Rollo,250.0,300.0,250.0
Fresa (1 Kg) Bandeja (1,2025-08-01,2480.0,Fresa (1 Kg) Bandeja (12025-08-01,kg),kg),2400.0,2500.0,2500.0
Fresa (1 Kg) Bandeja (1,2025-08-04,2485.71,Fresa (1 Kg) Bandeja (12025-08-04,kg),kg),2400.0,2500.0,2500.0
Fresa (1 Kg) Bandeja (1,2025-08-06,2454.55,Fresa (1 Kg) Bandeja (12025-08-06,kg),kg),2300.0,2500.0,2500.0
Fresa (1 Kg) Bandeja (1,2025-08-08,2483.33,Fresa (1 Kg) Bandeja (12025-08-08,kg),kg),2400.0,2500.0,2500.0
Fresa (1 Kg) Bandeja (1,2025-08-11,2520.0,Fresa (1 Kg) Bandeja (12025-08-11,kg),kg),2500.0,2600.0,2500.0
Fresa (1 Kg) Bandeja (1,2025-08-13,2500.0,Fresa (1 Kg) Bandeja (12025-08-13,kg),kg),2500.0,2500.0,2500.0
Fresa (1 Kg) Bandeja (1,2025-08-15,2444.44,Fresa (1 Kg) Bandeja (12025-08-15,kg),kg),2300.0,2500.0,2500.0
Fresa (1 Kg) Bandeja (1,2025-08-18,2487.5,Fresa (1 Kg) Bandeja (12025-08-18,kg),kg),2400.0,2600.0,2500.0
Fresa (400 g) Bandeja (400,2025-08-01,1270.0,Fresa (400 g) Bandeja (4002025-08-01,g),g),1200.0,1300.0,1300.0
Fresa (400 g) Bandeja (400,2025-08-04,1271.43,Fresa (400 g) Bandeja (4002025-08-04,g),g),1200.0,1300.0,1300.0
Fresa (400 g) Bandeja (400,2025-08-06,1261.11,Fresa (400 g) Bandeja (4002025-08-06,g),g),1100.0,1450.0,1300.0
Fresa (400 g) Bandeja (400,2025-08-08,1250.0,Fresa (400 g) Bandeja (4002025-08-08,g),g),1100.0,1300.0,1300.0
Fresa (400 g) Bandeja (400,2025-08-11,1280.0,Fresa (400 g) Bandeja (4002025-08-11,g),g),1200.0,1300.0,1300.0
Fresa (400 g) Bandeja (400,2025-08-13,1287.5,Fresa (400 g) Bandeja (4002025-08-13,g),g),1200.0,1500.0,1300.0
Fresa (400 g) Bandeja (400,2025-08-15,1237.5,Fresa (400 g) Bandeja (4002025-08-15,g),g),1100.0,1300.0,1300.0
Fresa (400 g) Bandeja (400,2025-08-18,1237.5,Fresa (400 g) Bandeja (4002025-08-18,g),g),1100.0,1300.0,1300.0
Guanábana injertada,2025-08-07,1960.0,Guanábana injertada2025-08-07,Kilo,Kilo,1800.0,2000.0,2000.0
Guanábana injertada,2025-08-08,1775.0,Guanábana injertada2025-08-08,Kilo,Kilo,1700.0,1800.0,1800.0
Guanábana injertada,2025-08-11,2000.0,Guanábana injertada2025-08-11,Kilo,Kilo,2000.0,2000.0,2000.0
Guanábana injertada,2025-08-13,2000.0,Guanábana injertada2025-08-13,Kilo,Kilo,1800.0,2200.0,2000.0
Guanábana injertada,2025-08-18,1950.0,Guanábana injertada2025-08-18,Kilo,Kilo,1800.0,2000.0,2000.0
Guanábana injertada,2025-08-19,2000.0,Guanábana injertada2025-08-19,Kilo,Kilo,2000.0,2000.0,2000.0
Guayaba China/Taiwanesa,2025-08-01,1000.0,Guayaba China/Taiwanesa2025-08-01,Kilo,Kilo,1000.0,1000.0,1000.0
Guayaba China/Taiwanesa,2025-08-04,987.5,Guayaba China/Taiwanesa2025-08-04,Kilo,Kilo,900.0,1000.0,1000.0
Guayaba China/Taiwanesa,2025-08-06,977.78,Guayaba China/Taiwanesa2025-08-06,Kilo,Kilo,800.0,1200.0,1000.0
Guayaba China/Taiwanesa,2025-08-08,990.0,Guayaba China/Taiwanesa2025-08-08,Kilo,Kilo,800.0,1200.0,1000.0
Guayaba China/Taiwanesa,2025-08-11,1000.0,Guayaba China/Taiwanesa2025-08-11,Kilo,Kilo,800.0,1200.0,1000.0
Guayaba China/Taiwanesa,2025-08-13,920.0,Guayaba China/Taiwanesa2025-08-13,Kilo,Kilo,800.0,1000.0,1000.0
Guayaba China/Taiwanesa,2025-08-15,925.0,Guayaba China/Taiwanesa2025-08-15,Kilo,Kilo,800.0,1000.0,1000.0
Guayaba China/Taiwanesa,2025-08-18,928.57,Guayaba China/Taiwanesa2025-08-18,Kilo,Kilo,800.0,1000.0,1000.0
Jengibre sazón,2025-08-01,1120.0,Jengibre sazón2025-08-01,Kilo,Kilo,1000.0,1200.0,1200.0
Jengibre sazón,2025-08-04,1169.23,Jengibre sazón2025-08-04,Kilo,Kilo,1000.0,1300.0,1200.0
Jengibre sazón,2025-08-05,1200.0,Jengibre sazón2025-08-05,Kilo,Kilo,1100.0,1300.0,1200.0
Jengibre sazón,2025-08-06,1190.0,Jengibre sazón2025-08-06,Kilo,Kilo,1000.0,1300.0,1200.0
Jengibre sazón,2025-08-07,1169.23,Jengibre sazón2025-08-07,Kilo,Kilo,1000.0,1400.0,1200.0
Jengibre sazón,2025-08-08,1225.0,Jengibre sazón2025-08-08,Kilo,Kilo,1200.0,1400.0,1200.0
Jengibre sazón,2025-08-11,1227.27,Jengibre sazón2025-08-11,Kilo,Kilo,1100.0,1300.0,1200.0
Jengibre sazón,2025-08-12,1214.29,Jengibre sazón2025-08-12,Kilo,Kilo,1200.0,1300.0,1200.0
Jengibre sazón,2025-08-13,1214.29,Jengibre sazón2025-08-13,Kilo,Kilo,1100.0,1300.0,1200.0
Jengibre sazón,2025-08-14,1222.22,Jengibre sazón2025-08-14,Kilo,Kilo,1100.0,1300.0,1200.0
Jengibre sazón,2025-08-15,1218.18,Jengibre sazón2025-08-15,Kilo,Kilo,1100.0,1300.0,1200.0
Jengibre sazón,2025-08-18,1137.5,Jengibre sazón2025-08-18,Kilo,Kilo,1000.0,1300.0,1200.0
Jengibre sazón,2025-08-19,1220.0,Jengibre sazón2025-08-19,Kilo,Kilo,1200.0,1300.0,1200.0
Jocote tronador primera Caja plástica (27,2025-08-01,35000.0,Jocote tronador primera Caja plástica (272025-08-01,kg),kg),35000.0,35000.0,35000.0
Jocote tronador primera Caja plástica (27,2025-08-04,35000.0,Jocote tronador primera Caja plástica (272025-08-04,kg),kg),35000.0,35000.0,35000.0
Jocote tronador primera Caja plástica (27,2025-08-08,26875.0,Jocote tronador primera Caja plástica (272025-08-08,kg),kg),25000.0,30000.0,25000.0
Jocote tronador primera Caja plástica (27,2025-08-11,26666.67,Jocote tronador primera Caja plástica (272025-08-11,kg),kg),25000.0,30000.0,25000.0
Jocote tronador primera Caja plástica (27,2025-08-12,23750.0,Jocote tronador primera Caja plástica (272025-08-12,kg),kg),20000.0,25000.0,25000.0
Jocote tronador primera Caja plástica (27,2025-08-13,21833.33,Jocote tronador primera Caja plástica (272025-08-13,kg),kg),20000.0,25000.0,22000.0
Jocote tronador primera Caja plástica (27,2025-08-14,25000.0,Jocote tronador primera Caja plástica (272025-08-14,kg),kg),25000.0,25000.0,25000.0
Jocote tronador primera Caja plástica (27,2025-08-15,23333.33,Jocote tronador primera Caja plástica (272025-08-15,kg),kg),20000.0,25000.0,25000.0
Jocote tronador primera Caja plástica (27,2025-08-19,23333.33,Jocote tronador primera Caja plástica (272025-08-19,kg),kg),20000.0,25000.0,25000.0
Jocote tronador seleccionado Caja plástica (27,2025-08-08,48750.0,Jocote tronador seleccionado Caja plástica (272025-08-08,kg),kg),40000.0,55000.0,50000.0
Jocote tronador seleccionado Caja plástica (27,2025-08-11,40000.0,Jocote tronador seleccionado Caja plástica (272025-08-11,kg),kg),40000.0,40000.0,40000.0
Jocote tronador seleccionado Caja plástica (27,2025-08-12,46666.67,Jocote tronador seleccionado Caja plástica (272025-08-12,kg),kg),40000.0,50000.0,50000.0
Jocote tronador seleccionado Caja plástica (27,2025-08-13,44285.71,Jocote tronador seleccionado Caja plástica (272025-08-13,kg),kg),35000.0,50000.0,45000.0
Jocote tronador seleccionado Caja plástica (27,2025-08-14,38333.33,Jocote tronador seleccionado Caja plástica (272025-08-14,kg),kg),35000.0,40000.0,40000.0
Jocote tronador seleccionado Caja plástica (27,2025-08-15,41666.67,Jocote tronador seleccionado Caja plástica (272025-08-15,kg),kg),40000.0,45000.0,40000.0
Jocote tronador seleccionado Caja plástica (27,2025-08-19,53333.33,Jocote tronador seleccionado Caja plástica (272025-08-19,kg),kg),50000.0,60000.0,50000.0
Lechuga Americana,2025-08-01,232.5,Lechuga Americana2025-08-01,Unidad,Unidad,200.0,250.0,250.0
Lechuga Americana,2025-08-04,232.0,Lechuga Americana2025-08-04,Unidad,Unidad,200.0,250.0,250.0
Lechuga Americana,2025-08-05,227.27,Lechuga Americana2025-08-05,Unidad,Unidad,200.0,250.0,250.0
Lechuga Americana,2025-08-06,233.33,Lechuga Americana2025-08-06,Unidad,Unidad,200.0,250.0,250.0
Lechuga Americana,2025-08-07,233.33,Lechuga Americana2025-08-07,Unidad,Unidad,200.0,250.0,250.0
Lechuga Americana,2025-08-08,216.67,Lechuga Americana2025-08-08,Unidad,Unidad,200.0,250.0,200.0
Lechuga Americana,2025-08-11,228.13,Lechuga Americana2025-08-11,Unidad,Unidad,200.0,250.0,250.0
Lechuga Americana,2025-08-12,233.33,Lechuga Americana2025-08-12,Unidad,Unidad,200.0,250.0,250.0
Lechuga Americana,2025-08-13,229.41,Lechuga Americana2025-08-13,Unidad,Unidad,200.0,250.0,250.0
Lechuga Americana,2025-08-14,233.33,Lechuga Americana2025-08-14,Unidad,Unidad,200.0,250.0,250.0
Lechuga Americana,2025-08-15,227.27,Lechuga Americana2025-08-15,Unidad,Unidad,200.0,250.0,250.0
Lechuga Americana,2025-08-18,226.56,Lechuga Americana2025-08-18,Unidad,Unidad,200.0,250.0,250.0
Lechuga Americana,2025-08-19,228.85,Lechuga Americana2025-08-19,Unidad,Unidad,200.0,250.0,250.0
Limón dulce,2025-08-01,191.67,Limón dulce2025-08-01,Unidad,Unidad,150.0,250.0,200.0
Limón dulce,2025-08-04,192.86,Limón dulce2025-08-04,Unidad,Unidad,150.0,200.0,200.0
Limón dulce,2025-08-08,178.57,Limón dulce2025-08-08,Unidad,Unidad,150.0,200.0,200.0
Limón dulce,2025-08-11,233.33,Limón dulce2025-08-11,Unidad,Unidad,200.0,250.0,250.0
Limón dulce,2025-08-13,150.0,Limón dulce2025-08-13,Unidad,Unidad,100.0,200.0,150.0
Limón dulce,2025-08-15,216.67,Limón dulce2025-08-15,Unidad,Unidad,200.0,250.0,200.0
Limón dulce,2025-08-18,140.0,Limón dulce2025-08-18,Unidad,Unidad,120.0,150.0,150.0
Limón mandarina,2025-08-01,62.5,Limón mandarina2025-08-01,Unidad,Unidad,60.0,70.0,60.0
Limón mandarina,2025-08-04,62.31,Limón mandarina2025-08-04,Unidad,Unidad,60.0,70.0,60.0
Limón mandarina,2025-08-05,55.56,Limón mandarina2025-08-05,Unidad,Unidad,50.0,60.0,60.0
Limón mandarina,2025-08-06,56.36,Limón mandarina2025-08-06,Unidad,Unidad,50.0,60.0,60.0
Limón mandarina,2025-08-07,56.36,Limón mandarina2025-08-07,Unidad,Unidad,50.0,60.0,60.0
Limón mandarina,2025-08-08,56.92,Limón mandarina2025-08-08,Unidad,Unidad,50.0,60.0,60.0
Limón mandarina,2025-08-11,62.22,Limón mandarina2025-08-11,Unidad,Unidad,60.0,70.0,60.0
Limón mandarina,2025-08-12,54.62,Limón mandarina2025-08-12,Unidad,Unidad,50.0,60.0,50.0
Limón mandarina,2025-08-13,57.69,Limón mandarina2025-08-13,Unidad,Unidad,50.0,70.0,60.0
Limón mandarina,2025-08-14,57.5,Limón mandarina2025-08-14,Unidad,Unidad,50.0,60.0,60.0
Limón mandarina,2025-08-15,56.67,Limón mandarina2025-08-15,Unidad,Unidad,50.0,60.0,60.0
Limón mandarina,2025-08-18,55.38,Limón mandarina2025-08-18,Unidad,Unidad,50.0,60.0,60.0
Limón mandarina,2025-08-19,56.67,Limón mandarina2025-08-19,Unidad,Unidad,50.0,60.0,60.0
Limón mesino,2025-08-01,62.0,Limón mesino2025-08-01,Unidad,Unidad,60.0,70.0,60.0
Limón mesino,2025-08-04,63.0,Limón mesino2025-08-04,Unidad,Unidad,60.0,70.0,60.0
Limón mesino,2025-08-05,55.56,Limón mesino2025-08-05,Unidad,Unidad,50.0,60.0,60.0
Limón mesino,2025-08-06,57.27,Limón mesino2025-08-06,Unidad,Unidad,50.0,60.0,60.0
Limón mesino,2025-08-07,58.18,Limón mesino2025-08-07,Unidad,Unidad,50.0,70.0,60.0
Limón mesino,2025-08-08,58.33,Limón mesino2025-08-08,Unidad,Unidad,50.0,70.0,60.0
Limón mesino,2025-08-11,62.22,Limón mesino2025-08-11,Unidad,Unidad,60.0,70.0,60.0
Limón mesino,2025-08-12,53.08,Limón mesino2025-08-12,Unidad,Unidad,50.0,60.0,50.0
Limón mesino,2025-08-13,58.18,Limón mesino2025-08-13,Unidad,Unidad,50.0,70.0,60.0
Limón mesino,2025-08-14,57.14,Limón mesino2025-08-14,Unidad,Unidad,50.0,60.0,60.0
Limón mesino,2025-08-15,57.14,Limón mesino2025-08-15,Unidad,Unidad,50.0,60.0,60.0
Limón mesino,2025-08-18,54.17,Limón mesino2025-08-18,Unidad,Unidad,50.0,60.0,50.0
Limón mesino,2025-08-19,56.67,Limón mesino2025-08-19,Unidad,Unidad,50.0,60.0,60.0
Mamón chino injertado,2025-08-01,1440.0,Mamón chino injertado2025-08-01,Kilo,Kilo,1300.0,1500.0,1500.0
